topic,cutoff,id,slot,label,parent,count,doc_frac,first_seen,recent_count,background,emerging,variants
reinforcement_learning,2025-06,problem:stochastic noise,problem,stochastic noise,stochastic noise,3,0.0011,2025-02-28,2,False,False,heavy tail effect | markovian noise in stochastic approximation
reinforcement_learning,2025-06,problem:strategy selection,problem,strategy selection,strategy selection,3,0.0011,2024-10-31,1,False,False,suboptimal first-attempt strategy | transient strategy filtering | variable decomposition strategy selection
reinforcement_learning,2025-06,problem:supervised learning limitation,problem,supervised learning limitation,supervised learning limitation,3,0.0011,2024-11-30,1,False,False,ground truth dependency | manual annotation bottleneck | supervised learning reliance on reference answer
reinforcement_learning,2025-06,problem:supervision cost,problem,supervision cost,supervision cost,3,0.0011,2024-10-31,2,False,False,domain-specific supervision cost | high cost of manual step-level supervision | human supervision burden
reinforcement_learning,2025-06,problem:supervision limitation,problem,supervision limitation,supervision limitation,3,0.0011,2024-11-30,0,False,False,action annotation absence | lack of accurate feedback | reward supervision scarcity
reinforcement_learning,2025-06,problem:system integration,problem,system integration,system integration,3,0.0011,2024-10-31,0,False,False,methodology integration | multiple functionality integration | network heterogeneity
reinforcement_learning,2025-06,problem:system optimization,problem,system optimization,system optimization,3,0.0011,2024-10-31,0,False,False,model quality latency trade-off | resource usage performance trade-off | workload and cooling interdependency
reinforcement_learning,2025-06,problem:task difficulty,problem,task difficulty,task difficulty,3,0.0011,2025-02-28,2,False,False,long-horizon task difficulty | multi-phase task complexity | open-ended task solving
reinforcement_learning,2025-06,problem:task generalization,problem,task generalization,task generalization,3,0.0011,2025-01-31,2,False,False,behavior generalization to new task | diverse task requirement | generalization to new task
reinforcement_learning,2025-06,problem:theoretical gap,problem,theoretical gap,theoretical gap,3,0.0011,2024-10-31,1,False,False,excess risk bound gap | fine-tuning theoretical understanding | finite-sample complexity gap
reinforcement_learning,2025-06,problem:token efficiency,problem,token efficiency,token efficiency,3,0.0011,2025-03-31,3,False,True,fixed token budget inefficiency | reasoning token inefficiency | response length inflation
reinforcement_learning,2025-06,problem:trade-off,problem,trade-off,trade-off,3,0.0011,2025-05-31,3,False,True,performance guarantee trade-off | policy performance stability trade-off | privacy-utility tradeoff
reinforcement_learning,2025-06,problem:training bias,problem,training bias,training bias,3,0.0011,2024-11-30,2,False,False,fixed search trace overfitting | near solved-state sampling dependency | question-level difficulty bias
reinforcement_learning,2025-06,problem:training data limitation,problem,training data limitation,training data limitation,3,0.0011,2024-12-31,0,False,False,high-quality demonstration scarcity | supervised data requirement | target sample unavailability
reinforcement_learning,2025-06,problem:training inefficiency,problem,training inefficiency,training inefficiency,3,0.0011,2025-01-31,2,False,False,reinforcement finetuning compute inefficiency | reinforcement finetuning sample inefficiency | separate distribution fitting and policy improvement | straggler problem
reinforcement_learning,2025-06,problem:training objective mismatch,problem,training objective mismatch,training objective mismatch,3,0.0011,2025-02-28,2,False,False,generation-verification gap | objective mismatch in model learning | supervised training limitation
reinforcement_learning,2025-06,problem:uncertainty handling,problem,uncertainty handling,uncertainty handling,3,0.0011,2025-02-28,2,False,False,beam search uncertainty neglect | network uncertainty handling | parametric uncertainty compensation
reinforcement_learning,2025-06,problem:value alignment,problem,value alignment,value alignment,3,0.0011,2024-10-31,0,False,False,conflicting value alignment | implicit value correlation | implicit value encoding
reinforcement_learning,2025-06,problem:workload management,problem,workload management,workload management,3,0.0011,2024-11-30,1,False,False,dynamic workload adaptability | dynamic workload adaptation
reinforcement_learning,2025-06,mechanism:action guidance,mechanism,action guidance,action guidance,2,0.0007,2025-05-31,2,False,True,instructional action generation | llm-based action suggestion
reinforcement_learning,2025-06,mechanism:action restriction,mechanism,action restriction,action restriction,2,0.0007,2024-11-30,1,False,False,probabilistic logic shield | probabilistic shielding
reinforcement_learning,2025-06,mechanism:action space reduction,mechanism,action space reduction,action space reduction,2,0.0007,2024-12-31,0,False,False,action space decomposition | action space simplification
reinforcement_learning,2025-06,mechanism:active inference,mechanism,active inference,active inference,2,0.0007,2024-11-30,1,False,False,distributed active inference | dual-layer active inference | free energy projective simulation
reinforcement_learning,2025-06,mechanism:adaptive computation,mechanism,adaptive computation,adaptive computation,2,0.0007,2024-11-30,0,False,False,complexity predictor | early exiting
reinforcement_learning,2025-06,mechanism:adaptive mechanism,mechanism,adaptive mechanism,adaptive mechanism,2,0.0007,2025-05-31,2,False,True,dual-signal entropy-reward adaptation | dynamic sight range adjustment
reinforcement_learning,2025-06,mechanism:adaptive optimization,mechanism,adaptive optimization,adaptive optimization,2,0.0007,2024-12-31,1,False,False,gradient-based activation adaptation | relative adam timestep
reinforcement_learning,2025-06,mechanism:adaptive waveform design,mechanism,adaptive waveform design,adaptive waveform design,2,0.0007,2024-10-31,0,False,False,online waveform selection | reinforcement learning waveform adaptation
reinforcement_learning,2025-06,mechanism:adaptive weighting,mechanism,adaptive weighting,adaptive weighting,2,0.0007,2024-12-31,1,False,False,similarity-driven weighting | similarity-weighted aggregation
reinforcement_learning,2025-06,mechanism:agent decomposition,mechanism,agent decomposition,agent decomposition,2,0.0007,2025-03-31,2,False,True,hierarchical agent construction | hierarchical agent decomposition
reinforcement_learning,2025-06,mechanism:agent design,mechanism,agent design,agent design,2,0.0007,2025-02-28,0,False,False,hybrid pressure-based agent | language model as agent
reinforcement_learning,2025-06,mechanism:agent-based modeling,mechanism,agent-based modeling,agent-based modeling,2,0.0007,2024-11-30,1,False,False,covasim model adaptation | multiagent market simulation
reinforcement_learning,2025-06,mechanism:algorithm evaluation,mechanism,algorithm evaluation,algorithm evaluation,2,0.0007,2024-10-31,1,False,False,dynamics-aware algorithm evaluation | reinforcement learning benchmarking
reinforcement_learning,2025-06,mechanism:algorithm integration,mechanism,algorithm integration,algorithm integration,2,0.0007,2024-11-30,0,False,False,hybrid metaheuristic integration | rainbow dqn integration
reinforcement_learning,2025-06,mechanism:algorithmic reduction,mechanism,algorithmic reduction,algorithmic reduction,2,0.0007,2024-10-31,0,False,False,observable-to-latent reduction | reduction to gap-dependent misspecification
reinforcement_learning,2025-06,mechanism:architecture comparison,mechanism,architecture comparison,architecture comparison,2,0.0007,2024-10-31,1,False,False,recurrent architecture | recurrent architecture evaluation | state-space model evaluation | transformer architecture evaluation
reinforcement_learning,2025-06,mechanism:architecture search,mechanism,architecture search,architecture search,2,0.0007,2024-11-30,0,False,False,network morphism learning | sparse architecture selection
reinforcement_learning,2025-06,mechanism:asymptotic analysis,mechanism,asymptotic analysis,asymptotic analysis,2,0.0007,2024-10-31,0,False,False,asymptotic analysis via spde | functional central limit theorem framework
reinforcement_learning,2025-06,mechanism:asynchronous execution,mechanism,asynchronous execution,asynchronous execution,2,0.0007,2024-12-31,1,False,False,decoupled generation and training | staggered asynchronous inference
reinforcement_learning,2025-06,mechanism:automatic verification,mechanism,automatic verification,automatic verification,2,0.0007,2025-05-31,2,False,True,rule-based verification
reinforcement_learning,2025-06,mechanism:autoregressive model,mechanism,autoregressive model,autoregressive model,2,0.0007,2025-01-31,1,False,False,autoregressive weight prediction | dual-autoregressive mechanism
reinforcement_learning,2025-06,mechanism:auxiliary task,mechanism,auxiliary task,auxiliary task,2,0.0007,2024-10-31,0,False,False,auxiliary grounding task | segmentation mask reconstruction
reinforcement_learning,2025-06,mechanism:backdoor attack,mechanism,backdoor attack,backdoor attack,2,0.0007,2024-10-31,1,False,False,in-distribution trigger attack | inception attack
reinforcement_learning,2025-06,mechanism:backdoor trigger,mechanism,backdoor trigger,backdoor trigger,2,0.0007,2024-10-31,0,False,False,adversarial spatiotemporal behavior pattern trigger | prompt-specific paraphrase trigger
reinforcement_learning,2025-06,mechanism:backpropagation,mechanism,backpropagation,backpropagation,2,0.0007,2024-11-30,0,False,False,decorrelated backpropagation | gpu-compatible backpropagation
reinforcement_learning,2025-06,mechanism:basis function representation,mechanism,basis function representation,basis function representation,2,0.0007,2025-01-31,1,False,False,krivine-basis representation | triangular basis construction
reinforcement_learning,2025-06,mechanism:bayesian filtering,mechanism,bayesian filtering,bayesian filtering,2,0.0007,2024-10-31,1,False,False,extended kalman filter update | high-dimensional particle filter
reinforcement_learning,2025-06,mechanism:behavior policy modeling,mechanism,behavior policy modeling,behavior policy modeling,2,0.0007,2024-11-30,1,False,False,diffusion model support characterization | gaussian mixture variational graph autoencoder
reinforcement_learning,2025-06,mechanism:bisimulation metric,mechanism,bisimulation metric,bisimulation metric,2,0.0007,2024-11-30,0,False,False,digital twin bisimulation metric | state chrono representation
reinforcement_learning,2025-06,mechanism:black-box optimization,mechanism,black-box optimization,black-box optimization,2,0.0007,2025-01-31,1,False,False,evolution strategies optimization | evolution strategies training
reinforcement_learning,2025-06,mechanism:caching,mechanism,caching,caching,2,0.0007,2024-12-31,1,False,False,adaptive caching with meta-optimization | kv-cache optimization
reinforcement_learning,2025-06,mechanism:clipping method,mechanism,clipping method,clipping method,2,0.0007,2024-12-31,1,False,False,trajectory clipping | visited-state minimum computation
reinforcement_learning,2025-06,mechanism:collision detection,mechanism,collision detection,collision detection,2,0.0007,2024-11-30,1,False,False,offline pairwise collision prediction | point cloud collision detection
reinforcement_learning,2025-06,mechanism:column generation,mechanism,column generation,column generation,2,0.0007,2024-12-31,1,False,False,end-to-end column generation | variable-size column addition
reinforcement_learning,2025-06,mechanism:communication mechanism,mechanism,communication mechanism,communication mechanism,2,0.0007,2024-10-31,0,False,False,diffusion communication mechanism | memory pooling and broadcasting
reinforcement_learning,2025-06,mechanism:communication topology,mechanism,communication topology,communication topology,2,0.0007,2025-02-28,0,False,False,dynamic communication mesh | exponential topology communication
reinforcement_learning,2025-06,mechanism:concentration inequality,mechanism,concentration inequality,concentration inequality,2,0.0007,2025-02-28,1,False,False,high-dimensional concentration inequality | high-probability bound framework
reinforcement_learning,2025-06,mechanism:conceptual framework,mechanism,conceptual framework,conceptual framework,2,0.0007,2024-11-30,0,False,False,analogy-based re-conceptualization | multi-dimensional feedback framework
reinforcement_learning,2025-06,mechanism:confidence interval,mechanism,confidence interval,confidence interval,2,0.0007,2024-10-31,0,False,False,kernel ridge regression confidence interval | random scaling interval estimation
reinforcement_learning,2025-06,mechanism:constraint estimation,mechanism,constraint estimation,constraint estimation,2,0.0007,2024-12-31,1,False,False,gradient-based constraint estimation | stochastic threshold estimation
reinforcement_learning,2025-06,mechanism:constraint formulation,mechanism,constraint formulation,constraint formulation,2,0.0007,2024-10-31,0,False,False,battery state of charge balance constraint | recursively computable constraint
reinforcement_learning,2025-06,mechanism:constraint satisfaction,mechanism,constraint satisfaction,constraint satisfaction,2,0.0007,2024-12-31,1,False,False,anytime adversarial constraint handling | logical constraint integration
reinforcement_learning,2025-06,mechanism:context modulation,mechanism,context modulation,context modulation,2,0.0007,2024-12-31,1,False,False,task-specific context modulation | task-specific context signal
reinforcement_learning,2025-06,mechanism:controller design,mechanism,controller design,controller design,2,0.0007,2024-10-31,1,False,False,nonlinear controller baseline | truncated linear controller
reinforcement_learning,2025-06,mechanism:convergence condition,mechanism,convergence condition,convergence condition,2,0.0007,2024-10-31,1,False,False,strictly negatively row dominating diagonal assumption | weak gradient domination
reinforcement_learning,2025-06,mechanism:convex analysis,mechanism,convex analysis,convex analysis,2,0.0007,2025-03-31,2,False,True,convex quadratic-constrained linear programming | generalized moreau envelope
reinforcement_learning,2025-06,mechanism:convolutional layer,mechanism,convolutional layer,convolutional layer,2,0.0007,2024-10-31,0,False,False,3d convolutional layer | event-based convolutional layer
reinforcement_learning,2025-06,mechanism:coordination mechanism,mechanism,coordination mechanism,coordination mechanism,2,0.0007,2024-10-31,1,False,False,dynamic cluster consensus | sparse agent coordination
reinforcement_learning,2025-06,mechanism:critic architecture,mechanism,critic architecture,critic architecture,2,0.0007,2024-12-31,0,False,False,multi-agent relational critic | multi-objective ensemble critic
reinforcement_learning,2025-06,mechanism:critic calibration,mechanism,critic calibration,critic calibration,2,0.0007,2024-12-31,0,False,False,optimistic critic estimation | optimistic critic reconstruction
reinforcement_learning,2025-06,mechanism:critic network,mechanism,critic network,critic network,2,0.0007,2024-10-31,0,False,False,frozen offline critic | reward prediction critic network
reinforcement_learning,2025-06,mechanism:data imputation,mechanism,data imputation,data imputation,2,0.0007,2024-10-31,0,False,False,automated imputation selection | deep generative imputation
reinforcement_learning,2025-06,mechanism:data labeling,mechanism,data labeling,data labeling,2,0.0007,2025-01-31,1,False,False,automatic process supervision labeling | trajectory labeling pipeline
reinforcement_learning,2025-06,mechanism:data mixture,mechanism,data mixture,data mixture,2,0.0007,2025-01-31,1,False,False,multi-domain data mixture | specialized data mixture
reinforcement_learning,2025-06,mechanism:data sampling,mechanism,data sampling,data sampling,2,0.0007,2024-11-30,0,False,False,confidence-aware active sampling | response distribution sampling
reinforcement_learning,2025-06,mechanism:data scheduling,mechanism,data scheduling,data scheduling,2,0.0007,2024-12-31,0,False,False,multi-armed bandit data scheduling | multi-armed bandit method
reinforcement_learning,2025-06,mechanism:data synthesis,mechanism,data synthesis,data synthesis,2,0.0007,2025-05-31,2,False,True,rule-to-image synthesis pipeline | tool-integrated reasoning data synthesis
reinforcement_learning,2025-06,mechanism:data validation,mechanism,data validation,data validation,2,0.0007,2025-02-28,1,False,False,self-verification | self-verification procedure
reinforcement_learning,2025-06,mechanism:dataset creation,mechanism,dataset creation,dataset creation,2,0.0007,2025-01-31,1,False,False,human preference dataset construction | introspective reasoning dataset construction
reinforcement_learning,2025-06,mechanism:decision tree induction,mechanism,decision tree induction,decision tree induction,2,0.0007,2024-10-31,0,False,False,iterative decision tree growth | iterative decision tree training
reinforcement_learning,2025-06,mechanism:density ratio estimation,mechanism,density ratio estimation,density ratio estimation,2,0.0007,2025-03-31,2,False,True,density ratio regression
reinforcement_learning,2025-06,mechanism:diffusion model guidance,mechanism,diffusion model guidance,diffusion model guidance,2,0.0007,2024-10-31,0,False,False,reinforcement learning for diffusion process | reinforcement learning guided diffusion
reinforcement_learning,2025-06,mechanism:discretization,mechanism,discretization,discretization,2,0.0007,2024-10-31,0,False,False,adaptive state-action discretization | coarse time discretization
reinforcement_learning,2025-06,mechanism:distance metric approximation,mechanism,distance metric approximation,distance metric approximation,2,0.0007,2025-02-28,1,False,False,slicing-based metric approximation | total variation distance approximation
reinforcement_learning,2025-06,mechanism:distributed learning,mechanism,distributed learning,distributed learning,2,0.0007,2025-02-28,1,False,False,distributed learning and execution | federated learning integration
reinforcement_learning,2025-06,mechanism:distributed training,mechanism,distributed training,distributed training,2,0.0007,2024-10-31,0,False,False,distributed reward model training | fully distributed online training
reinforcement_learning,2025-06,mechanism:distribution approximation,mechanism,distribution approximation,distribution approximation,2,0.0007,2025-02-28,1,False,False,moment matching with erlang mixture | return distribution parameterization
reinforcement_learning,2025-06,mechanism:distribution modeling,mechanism,distribution modeling,distribution modeling,2,0.0007,2024-10-31,0,False,False,gradient and scalar field modeling | order size distribution modeling
reinforcement_learning,2025-06,mechanism:distribution regularization,mechanism,distribution regularization,distribution regularization,2,0.0007,2024-10-31,1,False,False,divergence based adjustment | stationary distribution regularization
reinforcement_learning,2025-06,mechanism:divergence minimization,mechanism,divergence minimization,divergence minimization,2,0.0007,2024-11-30,0,False,False,reverse kl divergence minimization | reverse-kl regularization
reinforcement_learning,2025-06,mechanism:diversity sampling,mechanism,diversity sampling,diversity sampling,2,0.0007,2025-02-28,1,False,False,gradient diversity sampling | max-variance down-sampling
reinforcement_learning,2025-06,mechanism:dropout regularization,mechanism,dropout regularization,dropout regularization,2,0.0007,2025-01-31,0,False,False,adaptive tabu dropout | interval-wise dropout
reinforcement_learning,2025-06,mechanism:dynamics learning,mechanism,dynamics learning,dynamics learning,2,0.0007,2025-02-28,1,False,False,kinematic prior integration | scene dynamics learning
reinforcement_learning,2025-06,mechanism:embedding learning,mechanism,embedding learning,embedding learning,2,0.0007,2024-10-31,1,False,False,permutation-invariant embedding | permutation-invariant learning framework
reinforcement_learning,2025-06,mechanism:embedding optimization,mechanism,embedding optimization,embedding optimization,2,0.0007,2025-03-31,2,False,True,continuous token embedding optimization | preference inversion
reinforcement_learning,2025-06,mechanism:empirical analysis,mechanism,empirical analysis,empirical analysis,2,0.0007,2024-10-31,1,False,False,benchmark variant analysis | field test evaluation
reinforcement_learning,2025-06,mechanism:energy management,mechanism,energy management,energy management,2,0.0007,2024-11-30,1,False,False,decentralized energy management | threshold-based energy source selection
reinforcement_learning,2025-06,mechanism:entropy estimation,mechanism,entropy estimation,entropy estimation,2,0.0007,2024-12-31,0,False,False,k-nearest neighbor entropy estimation | k-nearest neighbors entropy estimation
reinforcement_learning,2025-06,mechanism:entropy minimization,mechanism,entropy minimization,entropy minimization,2,0.0007,2025-04-30,2,False,True,predictive entropy minimization | token-level entropy minimization
reinforcement_learning,2025-06,mechanism:entropy optimization,mechanism,entropy optimization,entropy optimization,2,0.0007,2024-10-31,0,False,False,multiscale entropy optimization | structural entropy minimization
reinforcement_learning,2025-06,mechanism:entropy-based exploration,mechanism,entropy-based exploration,entropy-based exploration,2,0.0007,2024-12-31,0,False,False,behavior policy conditional entropy maximization | behavioral entropy maximization
reinforcement_learning,2025-06,mechanism:environment generation,mechanism,environment generation,environment generation,2,0.0007,2024-12-31,1,False,False,gym environment generation | large language model-powered environment generation
reinforcement_learning,2025-06,mechanism:estimation,mechanism,estimation,estimation,2,0.0007,2024-11-30,0,False,False,debiased plug-in estimation | maximum a posteriori estimation
reinforcement_learning,2025-06,mechanism:estimation model,mechanism,estimation model,estimation model,2,0.0007,2025-02-28,1,False,False,biased model estimation | remote joint estimation model
reinforcement_learning,2025-06,mechanism:evolutionary dynamics,mechanism,evolutionary dynamics,evolutionary dynamics,2,0.0007,2024-10-31,0,False,False,evolutionary ranking | replicator dynamic approximation
reinforcement_learning,2025-06,mechanism:explainable ai,mechanism,explainable ai,explainable ai,2,0.0007,2025-04-30,2,False,True,shapley additive explanation | structured diagnostic rationale generation
reinforcement_learning,2025-06,mechanism:explanation generation,mechanism,explanation generation,explanation generation,2,0.0007,2024-11-30,0,False,False,chain-of-thought explanation generation | end-to-end explanation model
reinforcement_learning,2025-06,mechanism:exploration,mechanism,exploration,exploration,2,0.0007,2025-02-28,1,False,False,targeted exploration strategy
reinforcement_learning,2025-06,mechanism:exploration objective,mechanism,exploration objective,exploration objective,2,0.0007,2024-10-31,0,False,False,state distribution entropy maximization | stationary bellman error maximization
reinforcement_learning,2025-06,mechanism:failure detection,mechanism,failure detection,failure detection,2,0.0007,2024-10-31,0,False,False,deep reinforcement learning failure detection | deep reinforcement learning for failure search
reinforcement_learning,2025-06,mechanism:feature generation,mechanism,feature generation,feature generation,2,0.0007,2025-02-28,1,False,False,generative feature generation | two-stage feature generation
reinforcement_learning,2025-06,mechanism:feedback learning,mechanism,feedback learning,feedback learning,2,0.0007,2025-02-28,0,False,False,binary feedback learning | multi-type feedback integration | sum feedback learning
reinforcement_learning,2025-06,mechanism:few-shot learning,mechanism,few-shot learning,few-shot learning,2,0.0007,2025-04-30,2,False,True,few-shot preference adaptation | single-example training
reinforcement_learning,2025-06,mechanism:filtering,mechanism,filtering,filtering,2,0.0007,2025-04-30,2,False,True,kalman filter deployment | particle filtering
reinforcement_learning,2025-06,mechanism:fixed point theorem,mechanism,fixed point theorem,fixed point theorem,2,0.0007,2024-10-31,1,False,False,banach fixed point theorem | banach fixed-point theorem
reinforcement_learning,2025-06,mechanism:function augmentation,mechanism,function augmentation,function augmentation,2,0.0007,2025-05-31,2,False,True,value function augmentation
reinforcement_learning,2025-06,mechanism:gait generation,mechanism,gait generation,gait generation,2,0.0007,2024-11-30,0,False,False,inverse kinematics gait generation | threshold-based gait modulation
reinforcement_learning,2025-06,mechanism:generalization analysis,mechanism,generalization analysis,generalization analysis,2,0.0007,2024-10-31,1,False,False,pac-bayes generalization bound | uniform localized convergence
reinforcement_learning,2025-06,mechanism:generalization in reinforcement learning,mechanism,generalization in reinforcement learning,generalization in reinforcement learning,2,0.0007,2024-11-30,1,False,False,
reinforcement_learning,2025-06,mechanism:goal generation,mechanism,goal generation,goal generation,2,0.0007,2024-12-31,1,False,False,autonomous sub-goal generation | diverse goal generation
reinforcement_learning,2025-06,mechanism:goal relabeling,mechanism,goal relabeling,goal relabeling,2,0.0007,2024-10-31,1,False,False,hindsight relabeling | hindsight relabeling with interaction
reinforcement_learning,2025-06,mechanism:goal selection,mechanism,goal selection,goal selection,2,0.0007,2024-11-30,1,False,False,directed goal selection | frontier goal selection
reinforcement_learning,2025-06,mechanism:graph analysis,mechanism,graph analysis,graph analysis,2,0.0007,2025-01-31,1,False,False,attack provenance graph analysis | co-activation graph analysis
reinforcement_learning,2025-06,mechanism:graph embedding,mechanism,graph embedding,graph embedding,2,0.0007,2024-12-31,1,False,False,graph sequential embedding | k-core embedding
reinforcement_learning,2025-06,mechanism:graph modeling,mechanism,graph modeling,graph modeling,2,0.0007,2025-04-30,2,False,True,collaborative graph modeling | evolving interaction graph
reinforcement_learning,2025-06,mechanism:graph optimization,mechanism,graph optimization,graph optimization,2,0.0007,2025-04-30,2,False,True,computational graph optimization | graph pruning and backtracking
reinforcement_learning,2025-06,mechanism:grasp planning,mechanism,grasp planning,grasp planning,2,0.0007,2024-12-31,0,False,False,high-dimensional fuzzy grasping-point selection | prior grasp pose knowledge
reinforcement_learning,2025-06,mechanism:heuristic search,mechanism,heuristic search,heuristic search,2,0.0007,2025-03-31,2,False,True,improved branching heuristics | reinforcement learning heuristic guidance
reinforcement_learning,2025-06,mechanism:hierarchical learning,mechanism,hierarchical learning,hierarchical learning,2,0.0007,2025-02-28,1,False,False,learned optimal decomposition | multi-layered hierarchical learning
reinforcement_learning,2025-06,mechanism:human-ai interaction,mechanism,human-ai interaction,human-ai interaction,2,0.0007,2025-03-31,2,False,True,human input integration | trust calibration
reinforcement_learning,2025-06,mechanism:hybrid optimization,mechanism,hybrid optimization,hybrid optimization,2,0.0007,2024-11-30,0,False,False,reinforcement learning controlled particle swarm optimization | reinforcement learning guided particle swarm
reinforcement_learning,2025-06,mechanism:hypernetwork,mechanism,hypernetwork,hypernetwork,2,0.0007,2024-12-31,0,False,False,capability-aware shared hypernetwork | hypernetwork parameter generation
reinforcement_learning,2025-06,mechanism:identifiability,mechanism,identifiability,identifiability,2,0.0007,2024-11-30,0,False,False,partial identifiability analysis | partial identifiability characterization
reinforcement_learning,2025-06,mechanism:impedance control,mechanism,impedance control,impedance control,2,0.0007,2025-02-28,1,False,False,impedance reference tracking | variable impedance control
reinforcement_learning,2025-06,mechanism:inference control,mechanism,inference control,inference control,2,0.0007,2024-10-31,1,False,False,temperature scaling for stopping control | uncertainty-based intervention
reinforcement_learning,2025-06,mechanism:inference framework,mechanism,inference framework,inference framework,2,0.0007,2025-03-31,2,False,True,active inference | active inference framework
reinforcement_learning,2025-06,mechanism:inference method,mechanism,inference method,inference method,2,0.0007,2025-02-28,1,False,False,amortized bayesian inference | autoregressive rollout
reinforcement_learning,2025-06,mechanism:inference optimization,mechanism,inference optimization,inference optimization,2,0.0007,2024-10-31,1,False,False,multi-objective inference optimization | test-time reasoning optimization
reinforcement_learning,2025-06,mechanism:inference scaling,mechanism,inference scaling,inference scaling,2,0.0007,2025-02-28,1,False,False,inference-time template scaling | parallel sampling
reinforcement_learning,2025-06,mechanism:input transformation,mechanism,input transformation,input transformation,2,0.0007,2024-10-31,0,False,False,relativization filter | vector quantization transformation
reinforcement_learning,2025-06,mechanism:interface design,mechanism,interface design,interface design,2,0.0007,2024-11-30,0,False,False,intermediate interface design | preference model visualization
reinforcement_learning,2025-06,mechanism:interference management,mechanism,interference management,interference management,2,0.0007,2025-01-31,0,False,False,power control strategy | transmission power adaptation
reinforcement_learning,2025-06,mechanism:iterative refinement,mechanism,iterative refinement,iterative refinement,2,0.0007,2025-02-28,1,False,False,critique-revision loop | real-sim-real loop
reinforcement_learning,2025-06,mechanism:joint optimization,mechanism,joint optimization,joint optimization,2,0.0007,2024-10-31,1,False,False,iterative joint optimization | value of information driven optimization
reinforcement_learning,2025-06,mechanism:knowledge extraction,mechanism,knowledge extraction,knowledge extraction,2,0.0007,2024-12-31,1,False,False,causal entity extraction | fuzzy rule induction
reinforcement_learning,2025-06,mechanism:knowledge graph,mechanism,knowledge graph,knowledge graph,2,0.0007,2024-10-31,1,False,False,knowledge graph exploration | traffic regulation knowledge graph
reinforcement_learning,2025-06,mechanism:latent space,mechanism,latent space,latent space,2,0.0007,2025-02-28,1,False,False,reinforcement learning in latent space | reinforcement learning policy on latent variable
reinforcement_learning,2025-06,mechanism:learning-based control,mechanism,learning-based control,learning-based control,2,0.0007,2025-03-31,2,False,True,reinforcement learning based picking policy | reinforcement learning with behavior cloning
reinforcement_learning,2025-06,mechanism:linearization,mechanism,linearization,linearization,2,0.0007,2025-03-31,2,False,True,koopman operator approximation
reinforcement_learning,2025-06,mechanism:loss reweighting,mechanism,loss reweighting,loss reweighting,2,0.0007,2025-02-28,1,False,False,reward-driven fine-tuning | reward-weighted supervised finetuning
reinforcement_learning,2025-06,mechanism:loss weighting,mechanism,loss weighting,loss weighting,2,0.0007,2024-11-30,1,False,False,corrupted data loss regulation | time-varying reweighting
reinforcement_learning,2025-06,mechanism:lyapunov function,mechanism,lyapunov function,lyapunov function,2,0.0007,2025-04-30,2,False,True,generalized lyapunov function | task-specific lyapunov design
reinforcement_learning,2025-06,mechanism:mean field control,mechanism,mean field control,mean field control,2,0.0007,2024-10-31,1,False,False,continuous-state mean-field control | mean-field control
reinforcement_learning,2025-06,mechanism:message passing,mechanism,message passing,message passing,2,0.0007,2024-12-31,0,False,False,communication-efficient message passing | task-optimized message passing
reinforcement_learning,2025-06,mechanism:meta-controller,mechanism,meta-controller,meta-controller,2,0.0007,2025-01-31,1,False,False,adaptive meta-controller selection | safety-prioritized meta-controller
reinforcement_learning,2025-06,mechanism:mirror descent,mechanism,mirror descent,mirror descent,2,0.0007,2024-10-31,0,False,False,dual space mirror ascent | munchausen mirror descent
reinforcement_learning,2025-06,mechanism:model aggregation,mechanism,model aggregation,model aggregation,2,0.0007,2025-01-31,1,False,False,fairness-aware model update | federated averaging aggregation
reinforcement_learning,2025-06,mechanism:model evaluation,mechanism,model evaluation,model evaluation,2,0.0007,2024-12-31,0,False,False,comparative model testing | large language model evaluation
reinforcement_learning,2025-06,mechanism:model finetuning,mechanism,model finetuning,model finetuning,2,0.0007,2024-12-31,1,False,False,offline reinforcement fine-tuning | offline reinforcement learning finetuning
reinforcement_learning,2025-06,mechanism:model initialization,mechanism,model initialization,model initialization,2,0.0007,2025-01-31,1,False,False,hybrid initialization | synthesized chain-of-thought initialization
reinforcement_learning,2025-06,mechanism:model merging,mechanism,model merging,model merging,2,0.0007,2024-10-31,1,False,False,model parameter fusion | weight-based model merging
reinforcement_learning,2025-06,mechanism:model poisoning,mechanism,model poisoning,model poisoning,2,0.0007,2025-03-31,2,False,True,direct policy optimization poisoning | reward model corruption | reward model poisoning
reinforcement_learning,2025-06,mechanism:model pruning,mechanism,model pruning,model pruning,2,0.0007,2025-05-31,2,False,True,deep reinforcement learning pruning | reinforcement learning driven pruning
reinforcement_learning,2025-06,mechanism:model sharing,mechanism,model sharing,model sharing,2,0.0007,2025-01-31,0,False,False,blockchain-based model sharing | policy and value model exchange
reinforcement_learning,2025-06,mechanism:model steering,mechanism,model steering,model steering,2,0.0007,2025-01-31,0,False,False,sparse autoencoder steering | test-time steering
reinforcement_learning,2025-06,mechanism:motion generation,mechanism,motion generation,motion generation,2,0.0007,2024-10-31,0,False,False,animation engine command generation | model-based motion generation
reinforcement_learning,2025-06,mechanism:motion representation,mechanism,motion representation,motion representation,2,0.0007,2024-12-31,0,False,False,keypoint trajectory extraction | predictive motion prior
